,Cluster_ID,Index,Title,Authors,DOI,Abstract
81,54,151,Downstaging Hepatocellular Carcinoma with Checkpoint Inhibitor Therapy Improves Access to Curative Liver Transplant.,Liu MC; Lizaola-Mayo B; Jayasekera CR; Mathur AK; Katariya N; Aqel B; Byrne TJ; Chascsa DMH,10.1007/s12029-024-01040-8,"PURPOSE: Liver transplantation is curative for hepatocellular carcinoma (HCC). Checkpoint inhibitor therapy (CPIT) has been used in unresectable HCC, but recent advances have demonstrated CPIT as an innovative method of downstaging advanced HCC with the caveat that CPIT prior to transplantation has risks including irreversible graft rejection. We report the outcomes of Mayo Clinic Arizona patients who underwent downstaging with CPIT. METHODS: This retrospective chart review was conducted for Mayo Clinic Arizona patients who were diagnosed with HCC who underwent downstaging with CPIT with the goal of meeting criteria for transplantation. RESULTS: We present nine cases with HCC outside Milan who underwent CPIT. Four received a transplant; one was delisted due to his exceptional therapeutic response. All received liver-directed therapy. Peak alpha-fetoprotein pre-CPIT ranged from 8-29,523 ng/mL, which decreased to 2.2-19.6 ng/mL on CPIT. CPIT included atezolizumab/bevacizumab, ipilimumab/nivolumab, nivolumab, and pembrolizumab; one patient received two regimens. CPIT was held prior to transplant at a median of 3 months. Three patients received methylprednisolone for immunosuppression induction; one received thymoglobulin. One patient developed acute cellular rejection at 5 weeks, 9 weeks, and 5 months post-transplant; given the late onset, these were not attributed to CPIT and were successfully treated. During an average follow-up of 16.5 months, no tumor recurrence has occurred. CONCLUSION: We describe nine patients with HCC outside Milan with inadequate response with liver-directed therapy, who achieved marked responses with CPIT, allowing for consideration of successful liver transplantation. Our case series supports the consideration of locoregional therapies and CPIT for downstaging to within transplant criteria. Media, LLC, part of Springer Nature."
82,55,55,Liver-directed moderately hypo-fractionated radiotherapy combined with pembrolizumab and bevacizumab for advanced hepatocellular carcinoma: a retrospective observational study of 23 cases,"Liang, XX; Jiang, YH; Yao, W; Deng, Y; Yang, S; Liu, QD",10.21037/tcr-23-1333,"Background: Programmed cell death protein 1 (PD-1) or its ligand (PD-L1) monoclonal antibody combined with bevacizumab (a monoclonal antibody targeting vascular endothelial growth factor) has been established as first-line systemic treatment for advanced hepatocellular carcinoma (HCC). Radiotherapy is a crucial local treatment for HCC. Mutual efficacy enhancement has been reported between radiotherapy, anti-angiogenesis therapy and immunotherapy in preclinical researches, but not been validated in clinical practice. Whether radiotherapy can enhance efficacy of anti-PD-1 immunotherapy plus bevacizumab for HCC remains unclear. This retrospective observational study aimed to appraise efficacy and safety of the combination of radiotherapy with pembrolizumab (a PD-1 monoclonal antibody) and bevacizumab for advanced HCC for the first time. Methods: Patients with advanced HCC treated by intrahepatic tumor-directed moderately hypofractionated radiotherapy combined with pembrolizumab and bevacizumab were consecutively included. Clinicopathological characteristics, therapeutic outcomes and treatment-related adverse events (TRAEs) were recorded and evaluated. Results: A total of 23 patients were eventually enrolled. Median cycles of pembrolizumab and bevacizumab were 4 (median, 1-8) and 4 (median, 1-9) cycles. The objective response rates and disease control rates of irradiated intrahepatic HCC and non-irradiated extrahepatic HCC were 34.8% [95% confidence interval (CI), 16.4-57.3%] vs. 10.0% (95% CI, 1.2-31.7%), and 91.3% (95% CI, 72.0-98.9%) vs. 70.0% (95% CI, 45.7-88.1%), respectively. The median progression-free survival (PFS) and overall survival (OS) were 6.6 (95% CI, 4.7-8.5) and 18.3 (95% CI, 8.2-33.6) months, and 12-month PFS and OS rates were 17.5% (95% CI, 7.0-28.0%) and 60.9% (95% CI, 50.7-71.1%). Two patients (8.7%) with locally advanced, unresectable HCC eventually underwent curative resection of tumors after this trimodal treatment. Eighteen patients (78.3%) had >= grade 3 TRAEs, with myelosuppression and transaminase increase as the most common. Conclusions: This study firstly reported that combining radiotherapy with pembrolizumab and bevacizumab was preliminarily a feasible and effective therapeutic choice for advanced HCC in despite of more TRAEs. This tri -modal regimen may be a potential conversion therapy for unresectable, locally advanced HCC. The limitations of this study are its retrospective nature and small sample size; therefore, big -sample prospective studies are warranted to further investigate this tri-modal regimen."
83,55,235,Liver-directed moderately hypo-fractionated radiotherapy combined with pembrolizumab and bevacizumab for advanced hepatocellular carcinoma: a retrospective observational study of 23 cases.,Liang X; Jiang Y; Yao W; Deng Y; Yang S; Liu Q,10.21037/tcr-23-1333,"BACKGROUND: Programmed cell death protein 1 (PD-1) or its ligand (PD-L1) monoclonal antibody combined with bevacizumab (a monoclonal antibody targeting vascular endothelial growth factor) has been established as first-line systemic treatment for advanced hepatocellular carcinoma (HCC). Radiotherapy is a crucial local treatment for HCC. Mutual efficacy enhancement has been reported between radiotherapy, anti-angiogenesis therapy and immunotherapy in preclinical researches, but not been validated in clinical practice. Whether radiotherapy can enhance efficacy of anti-PD-1 immunotherapy plus bevacizumab for HCC remains unclear. This retrospective observational study aimed to appraise efficacy and safety of the combination of radiotherapy with pembrolizumab (a PD-1 monoclonal antibody) and bevacizumab for advanced HCC for the first time. METHODS: Patients with advanced HCC treated by intrahepatic tumor-directed moderately hypo-fractionated radiotherapy combined with pembrolizumab and bevacizumab were consecutively included. Clinicopathological characteristics, therapeutic outcomes and treatment-related adverse events (TRAEs) were recorded and evaluated. RESULTS: A total of 23 patients were eventually enrolled. Median cycles of pembrolizumab and bevacizumab were 4 (median, 1-8) and 4 (median, 1-9) cycles. The objective response rates and disease control rates of irradiated intrahepatic HCC and non-irradiated extrahepatic HCC were 34.8% [95% confidence interval (CI), 16.4-57.3%] vs. 10.0% (95% CI, 1.2-31.7%), and 91.3% (95% CI, 72.0-98.9%) vs. 70.0% (95% CI, 45.7-88.1%), respectively. The median progression-free survival (PFS) and overall survival (OS) were 6.6 (95% CI, 4.7-8.5) and 18.3 (95% CI, 8.2-33.6) months, and 12-month PFS and OS rates were 17.5% (95% CI, 7.0-28.0%) and 60.9% (95% CI, 50.7-71.1%). Two patients (8.7%) with locally advanced, unresectable HCC eventually underwent curative resection of tumors after this trimodal treatment. Eighteen patients (78.3%) had ≥ grade 3 TRAEs, with myelosuppression and transaminase increase as the most common. CONCLUSIONS: This study firstly reported that combining radiotherapy with pembrolizumab and bevacizumab was preliminarily a feasible and effective therapeutic choice for advanced HCC in despite of more TRAEs. This tri-modal regimen may be a potential conversion therapy for unresectable, locally advanced HCC. The limitations of this study are its retrospective nature and small sample size; therefore, big-sample prospective studies are warranted to further investigate this tri-modal regimen."
84,56,56,The impact of curative conversion therapy aimed at a cancer-free state in patients with hepatocellular carcinoma treated with atezolizumab plus bevacizumab,"Shimose, S; Iwamoto, H; Shirono, T; Tanaka, M; Niizeki, T; Kajiwara, M; Itano, S; Yano, Y; Matsugaki, S; Moriyama, E; Noda, Y; Nakano, M; Kuromatsu, R; Koga, H; Kawaguchi, T",10.1002/cam4.5931,"Background and Aims: We aimed to validate the predictive factors for tumor response and the prognostic impact of conversion therapy aimed at cancer- and drug-free states in patients with unresectable hepatocellular carcinoma (u-HCC) undergoing atezolizumab plus bevacizumab (Atez/Bev) therapy. Methods: This retrospective study enrolled 156 patients who were Child-Pugh class A with u-HCC treated using Atez/Beva. The profile of objective response was investigated using decision-tree analysis. Progression-free, recurrence-free, and overall survival were assessed. Results: The progression-free and overall survival were 6.1 and 18.0 months, respectively. Objective response and disease control rates were 32.0% and 84.0%, respectively. Decision-tree analysis revealed that neutrophil-to-lymphocyte ratio (NLR) <3, modified albumin-bilirubin grade (m-ALBI) 1 or 2a, and age < 75 were sequential splitting variables for the objective response, respectively. In the multivariate analysis, NLR <3 and m-ALBI grade 1 or 2a were identified as predictive factors for objective response. We successfully achieved eligibility for conversion therapy in 17 patients after Atez/Bev therapy significant response. Following conversion therapy, the curative therapy group, including surgical resection or radiofrequency ablation (RFA), had significantly higher recurrence-free survival than did the transcatheter arterial chemoembolization (TACE) and Atez/Bev discontinuation (surgical resection or RFA; not reached vs. TACE; 5.3 months, p = 0.008, Atez/Bev discontinuation; 3.9 months, p = 0.048, respectively) groups. Conclusions: NLR <3 and m-ALBI grade 1 or 2a were predictive factors for conversion therapy, leading to cancer- and drug-free states in patients with u-HCC undergoing Atez/Bev therapy. Moreover, surgery or RFA may be suitable for conversion therapy for cancer-free status."
85,56,206,The impact of curative conversion therapy aimed at a cancer-free state in patients with hepatocellular carcinoma treated with atezolizumab plus bevacizumab.,Shimose S; Iwamoto H; Shirono T; Tanaka M; Niizeki T; Kajiwara M; Itano S; Yano Y; Matsugaki S; Moriyama E; Noda Y; Nakano M; Kuromatsu R; Koga H; Kawaguchi T,10.1002/cam4.5931,"BACKGROUND AND AIMS: We aimed to validate the predictive factors for tumor response and the prognostic impact of conversion therapy aimed at cancer- and drug-free states in patients with unresectable hepatocellular carcinoma (u-HCC) undergoing atezolizumab plus bevacizumab (Atez/Bev) therapy. METHODS: This retrospective study enrolled 156 patients who were Child-Pugh class A with u-HCC treated using Atez/Beva. The profile of objective response was investigated using decision-tree analysis. Progression-free, recurrence-free, and overall survival were assessed. RESULTS: The progression-free and overall survival were 6.1 and 18.0 months, respectively. Objective response and disease control rates were 32.0% and 84.0%, respectively. Decision-tree analysis revealed that neutrophil-to-lymphocyte ratio (NLR) <3, modified albumin-bilirubin grade (m-ALBI) 1 or 2a, and age < 75 were sequential splitting variables for the objective response, respectively. In the multivariate analysis, NLR <3 and m-ALBI grade 1 or 2a were identified as predictive factors for objective response. We successfully achieved eligibility for conversion therapy in 17 patients after Atez/Bev therapy significant response. Following conversion therapy, the curative therapy group, including surgical resection or radiofrequency ablation (RFA), had significantly higher recurrence-free survival than did the transcatheter arterial chemoembolization (TACE) and Atez/Bev discontinuation (surgical resection or RFA; not reached vs. TACE; 5.3 months, p = 0.008, Atez/Bev discontinuation; 3.9 months, p = 0.048, respectively) groups. CONCLUSIONS: NLR <3 and m-ALBI grade 1 or 2a were predictive factors for conversion therapy, leading to cancer- and drug-free states in patients with u-HCC undergoing Atez/Bev therapy. Moreover, surgery or RFA may be suitable for conversion therapy for cancer-free status."
86,57,57,Role of radiotherapy and its contribution to immunotherapy in hepatocellular carcinoma,"Nahm, WJ; Bhatt, A; Wu, JNF",10.21037/cco-23-50,"Hepatocellular carcinoma (HCC) is a major contributor to cancer-related deaths, with the incidence of HCC increasing in regions of the world with a high incidence of hepatitis B and C. The therapeutic landscape for HCC management has substantially transformed over recent years, shifting towards a multimodal treatment paradigm. This approach provides a range of medical and surgical interventions aimed at managing the disease effectively. Radiotherapy (RT) has surfaced as a critical player in the preoperative management of inoperable HCC, demonstrating potential in downstaging the disease and achieving disease stability. This advantage may potentially be attributed to the abscopal effect, where localized radiation leads to the regression of metastatic cancer outside of the irradiated site through upregulation of the immune system. The advent of recent technological breakthroughs has paved the way for innovative approaches, notably the integration of immunotherapy and RT. This strategy is emerging as a promising avenue for managing HCC. Preliminary findings from the fusion of RT and immunotherapy are encouraging, with ongoing trials keenly evaluating the optimal parameters for therapy administration, such as timing, dosage, and sequence. The development of combined treatments involving immune checkpoint inhibitors (ICIs) has opened new avenues for advanced HCC treatment. Several immunotherapeutic agents with RT are concurrently being explored for their potential contributions to HCC management."
87,57,163,Role of radiotherapy and its contribution to immunotherapy in hepatocellular carcinoma.,Nahm WJ; Bhatt A; Wu J,10.21037/cco-23-50,"Hepatocellular carcinoma (HCC) is a major contributor to cancer-related deaths, with the incidence of HCC increasing in regions of the world with a high incidence of hepatitis B and C. The therapeutic landscape for HCC management has substantially transformed over recent years, shifting towards a multimodal treatment paradigm. This approach provides a range of medical and surgical interventions aimed at managing the disease effectively. Radiotherapy (RT) has surfaced as a critical player in the preoperative management of inoperable HCC, demonstrating potential in downstaging the disease and achieving disease stability. This advantage may potentially be attributed to the abscopal effect, where localized radiation leads to the regression of metastatic cancer outside of the irradiated site through upregulation of the immune system. The advent of recent technological breakthroughs has paved the way for innovative approaches, notably the integration of immunotherapy and RT. This strategy is emerging as a promising avenue for managing HCC. Preliminary findings from the fusion of RT and immunotherapy are encouraging, with ongoing trials keenly evaluating the optimal parameters for therapy administration, such as timing, dosage, and sequence. The development of combined treatments involving immune checkpoint inhibitors (ICIs) has opened new avenues for advanced HCC treatment. Several immunotherapeutic agents with RT are concurrently being explored for their potential contributions to HCC management."
88,60,60,Anti-PD-1/PD-L1 immunotherapy in conversion treatment of locally advanced hepatocellular carcinoma,"Chen, JQ; Zhang, D; Yuan, Y",10.1007/s10238-022-00873-6,"Curative surgery and locoregional therapy are radical therapies for patients with HCC. But more than 80% of HCC patients cannot be fitful for radical therapies because of local progression or distant metastasis at initial diagnosis. Among patients with unresectable locally advanced hepatocellular carcinoma (HCC), some patients can be converted to be technically resectable by conversion treatment and salvage surgery. For unresectable locally advanced hepatocellular, conversion treatment prior to salvage surgery with transcatheter arterial chemoembolization (TACE) and other locoregional therapies improve outcomes. PD-1/PD-L1 inhibitors as immune checkpoint inhibitor (ICI) therapy which show high antineoplastic activity in HCC patients by preclinical and clinical researches can also be a good choice for conversion therapy. PD-1/PD-L1 inhibitor combined with locoregional therapy plus antiangiogenic agents or not is most potential conversion therapy comparing to PD-1 inhibitor monotherapy and PD-1/PD-L1 inhibitor combined with antiangiogenic agents or CTLA-4 inhibitor. As more clinical evidence reported, PD-1/PD-L1 immunotherapy would be widely used in conversion treatment of locally advanced hepatocellular carcinoma."
89,60,146,Anti-PD-1/PD-L1 immunotherapy in conversion treatment of locally advanced hepatocellular carcinoma.,Chen J; Zhang D; Yuan Y,10.1007/s10238-022-00873-6,"Curative surgery and locoregional therapy are radical therapies for patients with HCC. But more than 80% of HCC patients cannot be fitful for radical therapies because of local progression or distant metastasis at initial diagnosis. Among patients with unresectable locally advanced hepatocellular carcinoma (HCC), some patients can be converted to be technically resectable by conversion treatment and salvage surgery. For unresectable locally advanced hepatocellular, conversion treatment prior to salvage surgery with transcatheter arterial chemoembolization (TACE) and other locoregional therapies improve outcomes. PD-1/PD-L1 inhibitors as immune checkpoint inhibitor (ICI) therapy which show high antineoplastic activity in HCC patients by preclinical and clinical researches can also be a good choice for conversion therapy. PD-1/PD-L1 inhibitor combined with locoregional therapy plus antiangiogenic agents or not is most potential conversion therapy comparing to PD-1 inhibitor monotherapy and PD-1/PD-L1 inhibitor combined with antiangiogenic agents or CTLA-4 inhibitor. As more clinical evidence reported, PD-1/PD-L1 immunotherapy would be widely used in conversion treatment of locally advanced hepatocellular carcinoma."
90,61,61,ASO Visual Abstract: Hepatectomy Following Conversion Therapy Using Tyrosine Kinase Inhibitors Plus Anti-PD-1 Antibody Therapy in Patients with Unresectable Hepatocellular Carcinoma,"Zhu, XD; Huang, C; Shen, YH; Xu, B; Ge, NL; Ji, Y; Qu, XD; Chen, LL; Chen, Y; Li, ML; Zhu, JJ; Tang, ZY; Zhou, J; Fan, J; Sun, HC",10.1245/s10434-022-12653-3,
91,61,87,Hepatectomy After Conversion Therapy Using Tyrosine Kinase Inhibitors Plus Anti-PD-1 Antibody Therapy for Patients with Unresectable Hepatocellular Carcinoma,"Zhu, XD; Huang, C; Shen, YH; Xu, B; Ge, NL; Ji, Y; Qu, XD; Chen, LL; Chen, Y; Li, ML; Zhu, JJ; Tang, ZY; Zhou, J; Fan, J; Sun, HC",10.1245/s10434-022-12530-z,"Background Combined treatment with tyrosine kinase inhibitors (TKI) plus anti-PD-1 antibodies showed high anti-tumor efficacy and made conversion resection possible for patients with unresectable hepatocellular carcinoma (HCC). However, long-term survival has not been reported. Methods A cohort of consecutive patients who received combined TKI/anti-PD-1 antibodies as first-line treatment for initially unresectable HCC at the authors' hospital between August 2018 and September 2020 was eligible for this study. Patients who were responding to systemic therapy and met the criteria for hepatectomy underwent liver resection with curative intention. The study also investigated the association of clinical factors with successful conversion resection and postoperative recurrence. Results The study enrolled 101 patients including 24 patients (23.8 %) who underwent R0 resection a median of 3.9 months (interquartile range: 2.5-5.9 months) after initiation of systemic therapy. Patients with an Eastern cooperative oncology group performance status of 0, fewer intrahepatic tumors, or a radiographic response to systemic therapy were more likely to be able to receive curative resection. After a median follow-up period of 21.5 months, hepatectomy was independently associated with a favorable overall survival (hazard ratio [HR], 0.050; 95 % confidence interval [CI], 0.007-0.365; P = 0.003). For the 24 patients who underwent surgery, the 12-month recurrence-free survival and overall survival rates were respectively 75% and 95.8%. Achieving a pathologic complete response (n = 10) to systemic therapy was associated with a favorable recurrence-free survival after resection, with a trend toward significance (HR, 0.345; 95% CI, 0.067-1.785; P = 0.187). Conclusions Selected patients with initially unresectable HCC can undergo hepatectomy after systemic therapy with combined TKI/anti-PD-1 antibodies. In this study, conversion resection was associated with a favorable prognosis."
92,61,202,Hepatectomy After Conversion Therapy Using Tyrosine Kinase Inhibitors Plus Anti-PD-1 Antibody Therapy for Patients with Unresectable Hepatocellular Carcinoma.,Zhu XD; Huang C; Shen YH; Xu B; Ge NL; Ji Y; Qu XD; Chen L; Chen Y; Li ML; Zhu JJ; Tang ZY; Zhou J; Fan J; Sun HC,10.1245/s10434-022-12530-z,"BACKGROUND: Combined treatment with tyrosine kinase inhibitors (TKI) plus anti-PD-1 antibodies showed high anti-tumor efficacy and made conversion resection possible for patients with unresectable hepatocellular carcinoma (HCC). However, long-term survival has not been reported. METHODS: A cohort of consecutive patients who received combined TKI/anti-PD-1 antibodies as first-line treatment for initially unresectable HCC at the authors' hospital between August 2018 and September 2020 was eligible for this study. Patients who were responding to systemic therapy and met the criteria for hepatectomy underwent liver resection with curative intention. The study also investigated the association of clinical factors with successful conversion resection and postoperative recurrence. RESULTS: The study enrolled 101 patients including 24 patients (23.8 %) who underwent R0 resection a median of 3.9 months (interquartile range: 2.5-5.9 months) after initiation of systemic therapy. Patients with an Eastern cooperative oncology group performance status of 0, fewer intrahepatic tumors, or a radiographic response to systemic therapy were more likely to be able to receive curative resection. After a median follow-up period of 21.5 months, hepatectomy was independently associated with a favorable overall survival (hazard ratio [HR], 0.050; 95 % confidence interval [CI], 0.007-0.365; P = 0.003). For the 24 patients who underwent surgery, the 12-month recurrence-free survival and overall survival rates were respectively 75% and 95.8%. Achieving a pathologic complete response (n = 10) to systemic therapy was associated with a favorable recurrence-free survival after resection, with a trend toward significance (HR, 0.345; 95% CI, 0.067-1.785; P = 0.187). CONCLUSIONS: Selected patients with initially unresectable HCC can undergo hepatectomy after systemic therapy with combined TKI/anti-PD-1 antibodies. In this study, conversion resection was associated with a favorable prognosis."
93,62,62,Case Report: Transarterial Chemoembolization in Combination With Tislelizumab Downstages Unresectable Hepatocellular Carcinoma Followed by Radical Salvage Resection,"Chao, JS; Zhu, Q; Chen, DS; An, X; Liu, AQ; Zhou, F; Yuan, L; Wang, ZW; Sun, HC",10.3389/fonc.2021.667555,"Introduction Transarterial chemoembolization (TACE) is inefficient at converting unresectable hepatocellular carcinoma (uHCC) to resectable. Treatment with immune checkpoint inhibitors (ICIs) is an emerging strategy for uHCC. Combined therapy of TACE with ICIs is considered to improve the therapeutic effect. Case presentation A 45-year-old man was diagnosed with a bulky HCC under cirrhotic background without distant metastasis. Curative resection was infeasible, and TACE plus tislelizumab (an ICI targeting PD-1) was applied. The treatment course, starting from TACE and followed by tislelizumab one week later, was repeated every four weeks. After three courses, the tumor showed striking shrink in volume with complete radiological response, which permitted salvage resection. Notably, pathological examination found complete necrosis of the tumor with massive infiltration of lymphocytes in the tumor-nontumor interface and extensive granulomatous inflammation in the surrounding nontumor liver, indicating activated immune response synergistically caused by TACE with tislelizumab. The patient is now living well without tumor recurrence for 6 months after surgery. Conclusion TACE in combination with tislelizumab may represent a potent strategy for uHCC. Data from randomized clinical trials are needed to assess its safety and effect in the setting of preoperative downstaging therapy."
94,62,257,Case Report: Transarterial Chemoembolization in Combination With Tislelizumab Downstages Unresectable Hepatocellular Carcinoma Followed by Radical Salvage Resection.,Chao J; Zhu Q; Chen D; An X; Liu A; Zhou F; Yuan L; Wang Z; Sun H,10.3389/fonc.2021.667555,"INTRODUCTION: Transarterial chemoembolization (TACE) is inefficient at converting unresectable hepatocellular carcinoma (uHCC) to resectable. Treatment with immune checkpoint inhibitors (ICIs) is an emerging strategy for uHCC. Combined therapy of TACE with ICIs is considered to improve the therapeutic effect. CASE PRESENTATION: A 45-year-old man was diagnosed with a bulky HCC under cirrhotic background without distant metastasis. Curative resection was infeasible, and TACE plus tislelizumab (an ICI targeting PD-1) was applied. The treatment course, starting from TACE and followed by tislelizumab one week later, was repeated every four weeks. After three courses, the tumor showed striking shrink in volume with complete radiological response, which permitted salvage resection. Notably, pathological examination found complete necrosis of the tumor with massive infiltration of lymphocytes in the tumor-nontumor interface and extensive granulomatous inflammation in the surrounding nontumor liver, indicating activated immune response synergistically caused by TACE with tislelizumab. The patient is now living well without tumor recurrence for 6 months after surgery. CONCLUSION: TACE in combination with tislelizumab may represent a potent strategy for uHCC. Data from randomized clinical trials are needed to assess its safety and effect in the setting of preoperative downstaging therapy."
95,63,63,Association between tumor morphology and efficacy of atezolizumab plus bevacizumab for advanced hepatocellular carcinoma,"Ishihara, N; Komatsu, S; Sofue, K; Ueshima, E; Yano, Y; Fujishima, Y; Ishida, J; Kido, M; Gon, H; Fukushima, K; Urade, T; Yanagimoto, H; Toyama, H; Ueda, Y; Kodama, Y; Murakami, T; Fukumoto, T",10.1111/hepr.14024,"AimThe IMbrave150 trial revealed that atezolizumab plus bevacizumab (AtezoBv) showed a higher objective response rate (ORR) in patients with advanced hepatocellular carcinoma (HCC). Although conversion therapy after AtezoBv has been recently reported, markers predictive of its efficacy, particularly radiological imaging markers, have not yet been identified. The present study focused on tumor morphological appearance on radiological imaging and evaluated whether it could be associated with AtezoBv efficacy.MethodsNinety-five intrahepatic lesions in 74 patients who were given AtezoBv for advanced HCC were recruited for evaluation. The lesions were divided into two groups, simple nodular (SN group) and non-simple nodular (non-SN group), based on the gross morphology on pretreatment imaging, and retrospectively evaluated for treatment response and other relevant clinical outcomes.ResultsAssessing the size of individual tumors after treatment, waterfall plots showed that tumor shrinkage in the non-SN group including 56 lesions was higher than that in the SN group comprising 39 lesions. The ORR was significantly higher in the non-SN group (39.3% vs. 15.4%, p = 0.012). Additionally, the median time to nodular progression was longer in the non-SN group (21.0 months vs. 8.1 months, p = 0.119) compared to the SN group. Six patients with non-SN lesions underwent sequential local therapy.ConclusionsAtezolizumab plus bevacizumab may show increased therapeutic efficacy in patients with tumors with a higher potential for aggressive oncological behavior, such as non-SN lesions. Treatment strategies focusing on conversion therapy may be crucial in patients with non-SN lesions. This study showed that atezolizumab plus bevacizumab for hepatocellular carcinoma might be increasingly effective in patients with non-simple nodular (non-SN) intrahepatic lesions, which had a higher potential for aggressive features. A treatment strategy focusing on conversion therapy may be important in patients with non-SN lesions. image"
96,63,139,Association between tumor morphology and efficacy of atezolizumab plus bevacizumab for advanced hepatocellular carcinoma.,Ishihara N; Komatsu S; Sofue K; Ueshima E; Yano Y; Fujishima Y; Ishida J; Kido M; Gon H; Fukushima K; Urade T; Yanagimoto H; Toyama H; Ueda Y; Kodama Y; Murakami T; Fukumoto T,10.1111/hepr.14024,"AIM: The IMbrave150 trial revealed that atezolizumab plus bevacizumab (AtezoBv) showed a higher objective response rate (ORR) in patients with advanced hepatocellular carcinoma (HCC). Although conversion therapy after AtezoBv has been recently reported, markers predictive of its efficacy, particularly radiological imaging markers, have not yet been identified. The present study focused on tumor morphological appearance on radiological imaging and evaluated whether it could be associated with AtezoBv efficacy. METHODS: Ninety-five intrahepatic lesions in 74 patients who were given AtezoBv for advanced HCC were recruited for evaluation. The lesions were divided into two groups, simple nodular (SN group) and non-simple nodular (non-SN group), based on the gross morphology on pretreatment imaging, and retrospectively evaluated for treatment response and other relevant clinical outcomes. RESULTS: Assessing the size of individual tumors after treatment, waterfall plots showed that tumor shrinkage in the non-SN group including 56 lesions was higher than that in the SN group comprising 39 lesions. The ORR was significantly higher in the non-SN group (39.3% vs. 15.4%, p = 0.012). Additionally, the median time to nodular progression was longer in the non-SN group (21.0 months vs. 8.1 months, p = 0.119) compared to the SN group. Six patients with non-SN lesions underwent sequential local therapy. CONCLUSIONS: Atezolizumab plus bevacizumab may show increased therapeutic efficacy in patients with tumors with a higher potential for aggressive oncological behavior, such as non-SN lesions. Treatment strategies focusing on conversion therapy may be crucial in patients with non-SN lesions."
97,66,66,Liver transplantation after successful downstaging of a locally advanced hepatocellular carcinoma with systemic therapy,"Schmiderer, A; Zoller, H; Niederreiter, M; Effenberger, M; Oberhuber, G; Krendl, FJ; Oberhuber, R; Schneeberger, S; Tilg, H; Djanani, A",10.1159/000529023,"Introduction: Liver transplantation (LT) is potentially curative for patients with cirrhosis and hepatocellular carcinoma (HCC). However, this procedure is usually reserved for patients with early tumor stages or after successful downstaging with local regional therapies (LRT). In patients with locally advanced HCC current guidelines recommend locoregional and palliative systemic therapies for tumor stages Barcelona Clinic Liver Cancer (BCLC) B and C respectively.Case report: In this article we describe a 63 -year-old male patient with locally advanced hepatocellular carcinoma (BCLC C) and hepatitis C associated cirrhosis. Following systemic treatment with the immune checkpoint inhibitor atezolizumab and the anti-VEGF antibody bevacizumab significant downstaging to a tumor stage within the Milan criteria was achieved after which liver transplantation was successfully performed. Conclusion: As more effective systemic therapies become available, liver transplantation and potential curative treatment could become feasible for selected patients with locally advanced HCC."
98,66,222,Liver Transplantation after Successful Downstaging of a Locally Advanced Hepatocellular Carcinoma with Systemic Therapy.,Schmiderer A; Zoller H; Niederreiter M; Effenberger M; Oberhuber G; Krendl FJ; Oberhuber R; Schneeberger S; Tilg H; Djanani A,10.1159/000529023,"INTRODUCTION: Liver transplantation (LT) is potentially curative for patients with cirrhosis and hepatocellular carcinoma (HCC). However, this procedure is usually reserved for patients with early tumor stages or after successful downstaging with local regional therapies. In patients with locally advanced HCC, current guidelines recommend locoregional and palliative systemic therapies for tumor stages Barcelona Clinic Liver Cancer (BCLC) B and C, respectively. CASE REPORT: In this article, we describe a 63-year-old male patient with locally advanced HCC (BCLC C) and hepatitis C-associated cirrhosis. Following systemic treatment with the immune checkpoint inhibitor atezolizumab and the anti-VEGF antibody bevacizumab, significant downstaging to a tumor stage within the Milan criteria was achieved after which LT was successfully performed. CONCLUSION: As more effective systemic therapies become available, LT and potential curative treatment could become feasible for selected patients with locally advanced HCC."
99,67,67,A Case of Fibrolamellar Hepatocellular Carcinoma in Which Tumor Control Was Achieved by Re-Administering Atezolizumab and Bevacizumab,"Hagiwara, S; Oda, I; Ueshima, K; Komeda, Y; Nishida, N; Yoshida, A; Yamamoto, T; Omaru, N; Matsubara, T; Kudo, M",10.1002/cnr2.70090,"BackgroundFibrolamellar hepatocellular carcinoma (FL-HCC) clinically occurs in young people aged 20-30 years, who often have a normal liver background. We propose a treatment for such cases in which a combination therapy of atezolizumab and bevacizumab is followed by sandwiching radiation therapy to release tumor antigens and then re-administering the combination therapy of atezolizumab and bevacizumab (ABC conversion therapy).CaseThe patient is a 15-year-old girl. On April 18, 2022, she noticed skin yellowing and visited her local doctor. Computed tomography (CT) revealed a large mass in the right lobe of the liver and bile duct obstruction due to the tumor. She also had a nodule on her chest that appeared to be a metastatic tumor and was referred to Kinki University Hospital in April 2023. She was suspected to have FL-HCC based on contrast-enhanced ultrasound and CT scan results. There were findings suggestive of lung metastasis; however, she underwent a right hepatic lobectomy on May 17, 2023, considering the risk of liver failure and intra-abdominal bleeding due to the large liver tumor. A CT scan conducted on July 25, 2022, showing increased lung metastases, and she started atezolizumab/bevacizumab combination treatment on October 20, 2022. On March 15, 2023, multiple lung metastases and new intrahepatic lesions appeared, which was diagnosed as progressive disease (PD), and lenvatinib was discontinued. On November 17, 2023, radiation therapy (25 Gy/5 Fr) was administered to the lung and intrahepatic lesions to release tumor antigens, and on November 27, 2023, atezolizumab and bevacizumab combination treatment was resumed to control the tumor.ConclusionCombination therapy with atezolizumab, bevacizumab, and radiation therapy may be an option for the treatment of FL-HCC."
