Index,Title,Abstract,DOI,Authors
41,Farnesoid X Receptor (FXR) from normal to malignant state,"The Farnesoid X Receptor (FXR) is a member of the nuclear receptor superfamily of ligand-activated transcription factors, which plays crucial role in bile acid, cholesterol, lipid and glucose metabolism, as well as in the development of atherosclerosis, intestinal bacterial growth and liver regeneration. FXR is also involved in the pathogenesis of cholestatic diseases, non-alcoholic fatty liver disease and inflammatory bowel disease. Recent evidence further suggests a key role for FXR in apoptosis and cancer. Notably, FXR deficiency promoted intestinal inflammation and tumorigenesis, suggesting that FXR activation might be a promising strategy in the treatment of colon cancer. FXR deficiency in mice led to the development of spontaneous hepatocarcinomas, while FXR inhibition might represent a novel therapeutic approach in Barett's esophagus. In breast cancer cell lines, FXR agonists down-regulated the breast cancer target gene aromatase. FXR inhibited Leydig tumor growth and progression, supporting evidence that FXR may be an important regulator of androgen homoeostasis. Further studies are required in order to establish possible antitumor effects of this nuclear receptor. Either reactivating or inhibiting FXR expression may represent promising therapeutic strategies in the treatment of certain types of human cancer.",,"Koutsounas, I; Giaginis, C; Theocharis, S"
42,"Metabolic syndrome, obesity, and the risk of cancer development","Background: Metabolic syndrome and its components are severe global health issues that are increasing in frequency as the prevalence of obesity increases. Various studies have established a correlation between metabolic syndrome and diseases including, diabetes mellitus, non-alcoholic fatty liver disease, cirrhosis, and cardiovascular disease. In recent years, correlations have also been detected between obesity and metabolic syndrome and the prevalence of certain types of cancer. The current study examines whether obesity and metabolic syndrome components are risk factors for cancer among the adult population in Israel. Methods: A cohort study analysis was performed of 24,987 initially healthy men and women who underwent yearly medical assessments at the Institute for Medical Screening in the Sheba Medical Center. Data from the Institute for Medical Screening database was correlated with that from the Israel Cancer Center in the Ministry of Health updated to December 2013. The correlation between metabolic syndrome, obesity, and the overall risk of cancer as well as the risks of specific types of cancer were examined. Results: Of 20,444 subjects for whom complete data were available, 1535 were diagnosed with cancer during the mean follow-up time of 104.3 months. In a multi-variant analysis, no significant correlation was found between metabolic syndrome or obesity and the incidence of cancer. When the data were stratified by gender and cancer type, however, a significant association between metabolic syndrome and breast cancer in women was observed (P = 0.03, HR = 1.67, 95% CI = 1.05-2.67). Conclusion: Metabolic syndrome correlates with higher than expected breast cancer incidence in women. (C) 2016 European Federation of Internal Medicine. Published by Elsevier B.V. All rights reserved.",10.1016/j.ejim.2016.08.019,"Bitzur, R; Brenner, R; Maor, E; Antebi, M; Ziv-Baran, T; Segev, S; Sidi, Y; Kivity, S"
43,Liver imaging features by convolutional neural network to predict the metachronous liver metastasis in stage I-III colorectal cancer patients based on preoperative abdominal CT scan,"BackgroundIntroducing deep learning approach to medical images has rendered a large amount of un-decoded information into usage in clinical research. But mostly, it has been focusing on the performance of the prediction modeling for disease-related entity, but not on the clinical implication of the feature itself. Here we analyzed liver imaging features of abdominal CT images collected from 2019 patients with stage I - III colorectal cancer (CRC) using convolutional neural network (CNN) to elucidate its clinical implication in oncological perspectives.ResultsCNN generated imaging features from the liver parenchyma. Dimension reduction was done for the features by principal component analysis. We designed multiple prediction models for 5-year metachronous liver metastasis (5YLM) using combinations of clinical variables (age, sex, T stage, N stage) and top principal components (PCs), with logistic regression classification. The model using ""1(st) PC (PC1) + clinical information"" had the highest performance (mean AUC=0.747) to predict 5YLM, compared to the model with clinical features alone (mean AUC=0.709). The PC1 was independently associated with 5YLM in multivariate analysis (beta=-3.831, P<0.001). For the 5-year mortality rate, PC1 did not contribute to an improvement to the model with clinical features alone. For the PC1, Kaplan-Meier plots showed a significant difference between PC1 low vs. high group. The 5YLM-free survival of low PC1 was 89.6% and the high PC1 was 95.9%. In addition, PC1 had a significant correlation with sex, body mass index, alcohol consumption, and fatty liver status.ConclusionThe imaging features combined with clinical information improved the performance compared to the standardized prediction model using only clinical information. The liver imaging features generated by CNN may have the potential to predict liver metastasis. These results suggest that even though there were no liver metastasis during the primary colectomy, the features of liver imaging can impose characteristics that could be predictive for metachronous liver metastasis.",10.1186/s12859-020-03686-0,"Lee, S; Choe, EK; Kim, SY; Kim, HS; Park, KJ; Kim, D"
44,Effect of tobacco smoking and smoking cessation on plasma lipoproteins and associated major cardiovascular risk factors: a narrative review,"Cigarette smoking, active or passive, kills about 6 million people each year worldwide. Cardiovascular disease (CVD) is responsible for 40% of all smoking-related deaths, lung cancer accounts for 20% of all smoking-related deaths, and chronic obstructive pulmonary disease is related to another 20% of deaths. In this narrative review we consider the relationship between cigarette smoking and CVD. We discuss disease states and/or CVD risk factors related to smoking, such as dyslipidaemia, vascular inflammation, endothelial dysfunction, arterial stiffness, insulin resistance, type 2 diabetes mellitus (T2DM), chronic kidney disease (CKD), and nonalcoholic fatty liver disease (NAFLD) as well as their complex interrelations. Smoking cessation can correct abnormalities related to smoking; however, success rates are relatively low. In cases of inability to quit, measures to minimize the adverse effects of smoking specifically related to CVD should be taken. Smokers should receive best practice treatment, according to guidelines, as for non-smokers.",10.1185/03007995.2013.827566,"Athyros, VG; Katsiki, N; Doumas, M; Karagiannis, A; Mikhailidis, DP"
45,The Role of AKR1B10 in Physiology and Pathophysiology,"AKR1B10 is a human nicotinamide adenine dinucleotide phosphate (NADPH)-dependent reductase belonging to the aldo-keto reductase (AKR) 1B subfamily. It catalyzes the reduction of aldehydes, some ketones and quinones, and interacts with acetyl-CoA carboxylase and heat shock protein 90 alpha. The enzyme is highly expressed in epithelial cells of the stomach and intestine, but down-regulated in gastrointestinal cancers and inflammatory bowel diseases. In contrast, AKR1B10 expression is low in other tissues, where the enzyme is upregulated in cancers, as well as in non-alcoholic fatty liver disease and several skin diseases. In addition, the enzyme's expression is elevated in cancer cells resistant to clinical anti-cancer drugs. Thus, growing evidence supports AKR1B10 as a potential target for diagnosing and treating these diseases. Herein, we reviewed the literature on the roles of AKR1B10 in a healthy gastrointestinal tract, the development and progression of cancers and acquired chemoresistance, in addition to its gene regulation, functions, and inhibitors.",10.3390/metabo11060332,"Endo, S; Matsunaga, T; Nishinaka, T"
46,Tumor Incidence in Patients with Non-Alcoholic Fatty Liver Disease,"Background: The incidence of cancer is increasing worldwide. The role of comorbidities in this development is debated. The aim of this study was to investigate the significance of non-alcoholic fatty liver disease (NAFLD) for the incidence of cancer of various kinds in Germany. Methods: Between 2000 and 2015, data on 31 587 patients with established NAFLD were collected for analysis. A control group (n = 31 587) assembled for comparison was matched for sex, age, treating physician, and Charlson Comorbidity Index (CCI). Results: By 10 years after the index date, 15.3% of patients with NAFLD and 13.4% of patients in the control group had been diagnosed with cancer (p <0.001). Patients with NAFLD exhibited significantly higher rates of male genital cancers (HR 1.26; 95% confidence interval [1.06; 1.5]; p = 0.008), skin cancer (HR 1.22 [1.07; 1.38]; p = 0.002) and breast cancer (HR 1.2 [1.01; 1.43]; p = 0.036). In this analysis, the rate of hepatocellular carcinoma did not differ between patients with NAFLD and patients without NAFLD (0.19% vs. 0.12%; p = 0.204). Conclusion: NAFLD slightly increases the risk of breast cancer in women, genital cancer in men, and skin cancer irrespective of sex. Thus, NAFLD can be considered a marker of increased cancer risk.",10.3238/arztebl.2020.0719,"Huber, Y; Labenz, C; Michel, M; Wörns, MA; Galle, PR; Kostev, K; Schattenberg, JM"
47,Using Nonlinear Stochastic Evolutionary Game Strategy to Model an Evolutionary Biological Network of Organ Carcinogenesis Under a Natural Selection Scheme,"Molecular biologists have long recognized carcinogenesis as an evolutionary process that involves natural selection. Cancer is driven by the somatic evolution of cell lineages. In this study, the evolution of somatic cancer cell lineages during carcinogenesis was modeled as an equilibrium point (ie, phenotype of attractor) shifting, the process of a nonlinear stochastic evolutionary biological network. This process is subject to intrinsic random fluctuations because of somatic genetic and epigenetic variations, as well as extrinsic disturbances because of carcinogens and stressors. In order to maintain the normal function (ie, phenotype) of an evolutionary biological network subjected to random intrinsic fluctuations and extrinsic disturbances, a network robustness scheme that incorporates natural selection needs to be developed. This can be accomplished by selecting certain genetic and epigenetic variations to modify the network structure to attenuate intrinsic fluctuations efficiently and to resist extrinsic disturbances in order to maintain the phenotype of the evolutionary biological network at an equilibrium point (attractor). However, during carcinogenesis, the remaining (or neutral) genetic and epigenetic variations accumulate, and the extrinsic disturbances become too large to maintain the normal phenotype at the desired equilibrium point for the nonlinear evolutionary biological network. Thus, the network is shifted to a cancer phenotype at a new equilibrium point that begins a new evolutionary process. In this study, the natural selection scheme of an evolutionary biological network of carcinogenesis was derived from a robust negative feedback scheme based on the nonlinear stochastic Nash game strategy. The evolvability and phenotypic robustness criteria of the evolutionary cancer network were also estimated by solving a Hamilton-Jacobi inequality - constrained optimization problem. The simulation revealed that the phenotypic shift of the lung cancer-associated cell network takes 54.5 years from a normal state to stage I cancer, 1.5 years from stage I to stage II cancer, and 2.5 years from stage II to stage III cancer, with a reasonable match for the statistical result of the average age of lung cancer. These results suggest that a robust negative feedback scheme, based on a stochastic evolutionary game strategy, plays a critical role in an evolutionary biological network of carcinogenesis under a natural selection scheme.",10.4137/EBO.S26195,"Chen, BS; Tsai, KW; Li, CW"
48,Microbiota-Liver Diseases Interactions,"Gut microbiota regulates essential processes of host metabolism and physiology: synthesis of vitamins, digestion of foods non-digestible by the host (such as fibers), and-most important-protects the digestive tract from pathogens. In this study, we focus on the CRISPR/Cas9 technology, which is extensively used to correct multiple diseases, including liver diseases. Then, we discuss the non-alcoholic fatty liver disease (NAFLD), affecting more than 25% of the global population; colorectal cancer (CRC) is second in mortality. We give space to rarely discussed topics, such as pathobionts and multiple mutations. Pathobionts help to understand the origin and complexity of the microbiota. Since several types of cancers have as target the gut, it is vital extending the research of multiple mutations to the type of cancers affecting the gut-liver axis.",10.3390/ijms24043883,"Capparelli, R; Cuomo, P; Gentile, A; Iannelli, D"
49,Respiratory diseases and obesity: special phenotype or independent events: Review,"A combination of factors, including Western European eating habits, physical inactivity and genetic predisposition, lead to a dramatic increase in adipose tissue mass. A special place is occupied by abdominal obesity, in which there is an accumulation of adipose tissue in the mesentery of the small intestine and the omentum. Developing in conditions of visceral obesity, insulin resistance, dyslipidemia and systemic inflammation are one of the key components of the pathogenesis of type 2 diabetes mellitus, cardiovascular diseases, non-alcoholic fatty liver and pancreas disease, polycystic ovary disease, some forms of cancer (breast cancer, endometrial cancer, colonic and direct intestines). At the same time, the pathogenetic role of adipose tissue is not limited to its participation in the formation of the cardiometabolic continuum and oncogenesis. The most important role of metabolically active fat in the pathogenesis of many respiratory diseases is known, including bronchial asthma, obstructive sleep apnea and pulmonary hypertension. This paper presents an overview of current data on immunological, pathophysiological and clinical features of the phenotype of the combination of respiratory diseases with overweight and obesity",10.26442/00403660.2022.03.201412,"Shchepikhin, EI; Shmelev, EI; Zaytseva, AS"
50,The relationship of nonalcoholic fatty liver disease and metabolic syndrome for colonoscopy colorectal neoplasm,"Colorectal neoplasm is considered to have a strong association with nonalcoholic fatty liver disease (NAFLD) and metabolic syndrome (MetS), respectively. The relationship among NAFLD, MetS, and colorectal neoplasm was assessed in 1793 participants. Participants were divided into 4 groups based on the status of NAFLD and MetS. Relative excess risks of interaction (RERI), attributable proportion (AP), and synergy index (SI) were applied to evaluate the additive interaction. NAFLD and MetS were significantly correlated with colorectal neoplasm and colorectal cancer (CRC), respectively. The incidence of CRC in NAFLD (+) MetS (+) group was significantly higher than other 3 groups. The result of RERI, AP, and SI indicated the significant additive interaction of NAFLD and MetS on the development of CRC. NAFLD and MetS are risk factors for colorectal neoplasm and CRC, respectively. And NAFLD and MetS have an additive effect on the development of CRC.",10.1097/MD.0000000000005809,"Pan, S; Hong, WD; Wu, WZ; Chen, QF; Zhao, Q; Wu, JS; Jin, Y"
51,Vitamin D inhibits tamoxifen-induced non-alcoholic fatty liver disease through a nonclassical estrogen receptor/liver X receptor pathway,"Non-alcoholic Fatty Liver Disease (NAFLD) is one of the common side effects of tamoxifen treatment for estrogen receptor -positive breast cancer, and is representative of disorders of energy metabolism. Fatty liver is induced after tamoxifen (TAM) inhibition of estrogen receptor activity, but the exact mechanism is not clear. This study investigated the effects and mechanisms of TAM -induced steatosis in the liver. The effects and mechanisms of TAM on hepatocyte lipid metabolism were assessed using C57BL/6 female mice and human hepatoma cells. TAM promoted fat accumulation in the liver by upregulation of Srebp-1c expression. Regarding the molecular mechanism, TAM promoted the recruitment of the auxiliary transcriptional activator, p300, and dissociated the auxiliary transcriptional repressor, nuclear receptor corepressor (NCOR), of the complexes, which led to enhancement of Srebp-1c transcription and an increase of triglyceride (TG) synthesis. Vitamin D (VD), a common fat-soluble vitamin, can decrease TAM -induced NAFLD by promoting p300 dissociation and NCOR recruitment. Tamoxifen promoted the recruitment and dissociation of co -transcription factors on the LXR/ER/RXR receptor complex, leading to a disorder of liver lipid metabolism. VD interfered with TAM -induced liver lipid metabolism disorders by reversing this process.",10.1016/j.cbi.2024.110865,"Wu, MX; Wang, J; Zhou, WQ; Wang, MT; Hu, CY; Zhou, M; Jiao, KL; Li, Z"
52,Extracellular vesicles in fatty liver promote a metastatic tumor microenvironment,"Liver metastasis is a major cause of death in patients with colorectal cancer (CRC). Fatty liver promotes liver metastasis, but the underlying mechanism remains unclear. We demonstrated that hepatocyte-derived extracellular vesicles (EVs) in fatty liver enhanced the progression of CRC liver metastasis by promoting oncogenic Yes-associated protein (YAP) signaling and an immunosuppressive microenvironment. Fatty liver upregulated Rab27a expression, which facilitated EV production from hepatocytes. In the liver, these EVs transferred YAP signaling-regulating microRNAs to cancer cells to augment YAP activity by suppressing LATS2. Increased YAP activity in CRC liver metastasis with fatty liver promoted cancer cell growth and an immunosuppressive microenvironment by M2 macrophage infiltration through CYR61 production. Patients with CRC liver metastasis and fatty liver had elevated nuclear YAP expression, CYR61 expression, and M2 macrophage infiltration. Our data indicate that fatty liver-induced EV-microRNAs, YAP signaling, and an immunosuppressive microenvironment promote the growth of CRC liver metastasis.",10.1016/j.cmet.2023.04.013,"Wang, ZJ; Kim, SY; Tu, W; Kim, J; Xu, A; Yang, YM; Matsuda, M; Reolizo, L; Tsuchiya, T; Billet, S; Gangi, A; Noureddin, M; Falk, B; Kim, S; Fan, W; Tighiouart, M; You, SY; Lewis, MS; Pandol, SJ; Di Vizio, D; Merchant, A; Posadas, EM; Bhowmick, NA; Lu, SC; Seki, E"
53,When it doesn't run in the blood(vessels) - events involved in vascular disorders,"In the current issue of the Biomedical Journal the underlying pathology of hemodynamic compromise in acute small subcortical infarction are elucidated. A follow-up study in patients with childhood Kawasaki disease is presented, as well as an insight into the gradually decreasing antigen expression in cases of acute myeloid leukemia. Furthermore this issue provides an exciting update concerning COVID-19 and the use of CRISPR-Cas, a review about computational approaches in the research of kidney stone formation, factors connected to central precocious puberty, and why a rock star of paleogenetics recently received a Nobel Prize. Additionally, this issue contains an article proposing the repurposing of the lung cancer drug Capmatinib, a study of how the gut microbiome develops in neonates, an impulse about the role of the transmembrane protein TMED3 in esophageal carcinoma, and the revelation about how competing endogenous RNA influences ischemic stroke. Lastly, genetic reasons for male infertility are discussed, as well as the relation between non-alcoholic fatty liver disease and chronic kidney disease.",10.1016/j.bj.2023.03.004,"Kattner, AA"
54,Extracellular and intracellular functions of coiled-coil domain containing 3,"Coiled-coil domain containing 3 (CCDC3, also called Favine) is a highly conserved protein initially identified as a protein secreted from adipocytes and endothelial cells in the vascular system with endocrine-like functions. Recently, CCDC3 was also found to function as a nuclear tumor suppressor in breast cancers. Although it is still understudied, CCDC3, since its discovery, has been shown to play multiple roles in lipid metabolism, fatty liver, abdominal obesity, anti-inflammation, atherosclerosis, and cancer. This essay is thus composed to offer an overview of these extracellular endocrine-like and intracellular (nuclear) functions of CCDC3. We also discuss the possible underlying cellular and molecular mechanisms of CCDC3, the implications for clinical translation, and the remaining puzzles about this special molecule.",10.1093/jmcb/mjad037,"Omari, S; Lee, H; Wang, JQ; Zeng, SX; Lu, H"
55,Elucidation of the molecular mechanism of type 2 diabetes mellitus affecting the progression of nonalcoholic steatohepatitis using bioinformatics and network pharmacology: A review,"Increasing evidence suggests that patients with diabetes are at increased risk of developing nonalcoholic steatohepatitis (NASH), but the underlying mechanisms that affect the progression of NASH remain unclear. In this study, we used bioinformatics and network pharmacology methods to explore the differentially expressed genes of NASH and the related genes of type 2 diabetes mellitus, and a total of 46 common targets were obtained. Gene ontology showed that the common targets were mainly involved in biological processes such as glucocorticoid, hormone, and bacterium responses. The Kyoto Encyclopedia of Genes and Genomes enrichment analysis signal pathways were mainly in colorectal cancer, amphetamine addition, the peroxisome proliferator-activated receptor signaling pathway, and the toll-like receptor signaling pathway. The protein-protein interaction network identified 8 hub genes, and the co-expression network was analyzed to obtain 7 related functions and mutual proportions of hub genes. A total of 120 transcription factors were predicted for hub genes. Hub genes were closely related to immune cells, including neutropils and eosinophils. In addition, we identified 15 potential candidate drugs based on hub genes that are promising for the treatment of NASH. Type 2 diabetes mellitus can affect the progression of NASH by changing hormone levels and inflammatory responses through multiple targets and signaling pathways. Eight hub genes are expected to be potential targets for subsequent treatment.",10.1097/MD.0000000000039731,"Wu, B; Lan, XH; Gao, M; Wei, W; Wang, YK; Yang, Y; Yu, ZY; Huang, M; Wu, QY"
56,Gastroenterology/Hepatology: What You May Have Missed in 2023,"This article summarizes clinically important gastroenterology developments from 2023 for internal medicine specialists. In colorectal cancer screening, a new RNA fecal screening test is on the horizon, as well as a new analysis on the benefits of using artificial intelligence in screening colonoscopy to detect more polyps. There is new evidence for management of gastrointestinal bleeding, a new drug for treatment of recurrent small-intestinal angiodysplasia, and a new endoscopic treatment method in patients with gastrointestinal tumor bleeding. The authors feature a randomized trial about amitriptyline as treatment for patients with irritable bowel syndrome by primary care providers and bring you news about new biologic agents for inflammatory bowel disease and eosinophilic esophagitis. Finally, they review 2 important articles on new terminology and management of metabolic dysfunction-associated fatty liver disease.",10.7326/M24-0505,"Anvari, S; Dadgar, K; Galts, C; Bretthauer, M"
57,Complications of Non-Alcoholic Fatty Liver Disease in Extrahepatic Organs,"Non-alcoholic fatty liver disease (NAFLD) is now recognized as the most common chronic liver disease worldwide, along with the concurrent epidemics of metabolic syndrome and obesity. Patients with NAFLD have increased risks of end-stage liver disease, hepatocellular carcinoma, and liver-related mortality. However, the largest cause of death among patients with NAFLD is cardiovascular disease followed by extrahepatic malignancies, whereas liver-related mortality is only the third cause of death. Extrahepatic complications of NAFLD include chronic kidney disease, extrahepatic malignancies (such as colorectal cancer), psychological dysfunction, gastroesophageal reflux disease, obstructive sleep apnea syndrome, periodontitis, hypothyroidism, growth hormone deficiency, and polycystic ovarian syndrome. The objective of this narrative review was to summarize recent evidences about extrahepatic complications of NAFLD, with focus on the prevalent/incident risk of such diseases in patients with NAFLD. To date, an appropriate screening method for extrahepatic complications has not yet been determined. Collaborative care with respective experts seems to be necessary for patient management because extrahepatic complications can occur across multiple organs. Further studies are needed to reveal risk profiles at baseline and to determine an appropriate screening method for extrahepatic diseases.",10.3390/diagnostics10110912,"Tomeno, W; Imajo, K; Takayanagi, T; Ebisawa, Y; Seita, K; Takimoto, T; Honda, K; Kobayashi, T; Nogami, A; Kato, T; Honda, Y; Kessoku, T; Ogawa, Y; Kirikoshi, H; Sakamoto, Y; Yoneda, M; Saito, S; Nakajima, A"
58,WW domain-binding protein 2 overexpression prevents diet-induced liver steatosis and insulin resistance through AMPKβ1,"Nonalcoholic fatty liver disease (NAFLD) is prevalent clinically and can lead to more serious chronic liver disease. However, the pathological mechanism is still unclear, and thus, there are no approved drugs on the market. Transcriptional coactivator WW domain-binding protein 2 (WBP2) is a newly discovered oncogene that has an important relationship with the occurrence and development of breast cancer and mediates the interaction between Wnt and various other signaling pathways. The expression level of WBP2 was decreased in NAFLD. Overexpression of WBP2 with AAV in vivo alleviated liver fat deposition and insulin resistance induced by a high-fat diet (HFD). Knockdown of WBP2 with AAV aggravated HFD-induced fatty liver and insulin resistance. In vitro experiments showed that in the human normal hepatocyte cell line LO2 and primary hepatocytes isolated from mice, overexpression of WBP2 reduced fat deposition, and knocking out or knocking down WBP2 aggravated PA-induced fat deposition. Through mass spectrometry, we found that WBP2 can bind to AMPK beta 1, and by mutating AMPK beta 1, we found that WBP2 can induce phosphorylation of AMPK beta 1 at S108 and then activate the AMPK pathway to affect lipid metabolism. The effect of WBP2 on NAFLD provides a possible new direction for future research on NAFLD.",10.1038/s41419-021-03536-8,"Zheng, Z; Li, Y; Fan, SY; An, J; Luo, X; Liang, ML; Zhu, F; Huang, K"
59,Therapeutic effects of saffron (<i>Crocus sativus</i> L.) in digestive disorders: a review,"Saffron, the dried red-orange stigmas of Crocus sativus L, has been known as a flavoring agent, food coloring and traditional herbal medicine. Pharmacological effects of saffron are mainly attributed to crocin, crocetin, picrocrocin and safranal. These components especially crocin, have significant effects including antidepressant and anticonvulsant, analgesic, anti-cancer and other therapeutic effects on different parts of our body namely cardiovascular, immune, respiratory, genital-urinary and central nervous system. According to the reports and findings, saffron plays a key role to cure different digestive system disorders via chemopreventive, inhibition of cell proliferation, induction of apoptosis, antioxidant effects and radical scavenging, genoprotective property, prevention of lipid peroxidation and anti-inflammatory processes. The outcome of the above mentioned mechanisms shows potential therapeutic properties of saffron against liver cancer, hepatotoxicity, fatty liver, hyperlipidemia, stomach cancer, peptic ulcer, colon cancer, ulcerative colitis, diabetes and pancreas cancer and ileum contractions. According to global statistics, the susceptibility to intestinal diseases is considered as a significant matter and can be important in health planning in any community. Several strategies for treatment and prevention of the digestive system diseases have provided that the use of herbal remedies seems effective and useful. Considering the available findings, the present study aims to introduce saffron as a prophylactic and therapeutic agent against gastrointestinal tract disorders. However, further clinical studies seem necessary in various aspects of saffron effects in different parts of body to verify these findings.",,"Khorasany, AR; Hosseinzadeh, H"
60,Evaluation of Relationship between Occurrence of Liver Cancer and Methylation of Fragile Histidine Triad (FHIT) and P16 Genes,"Background: We examined the level of fragile histidine triad (FHIT) and p16 gene methylation in patients with hepatocellular carcinoma and explored the relationship to liver cancer. Material/Methods: There were 56 patients with primary liver cancer who were admitted to the hospital from July 2015 to October 2017 included in the liver cancer group, and 24 non-hepatoma patients (hepatitis A/hepatitis B/hepatitis C, liver cirrhosis, liver fibrosis, and fatty liver, alcoholic liver identified as a control group. Fasting venous blood samples were collected from the 2 groups. Methylation-specific PCR (MSP) was used to detect the methylation of FHIT and p16 genes in the 2 groups. The risk factors for lung cancer were analyzed by logistic regression. In addition, the effects of FHIT and p16 gene methylation on the diagnostic accuracy of liver cancer were calculated. Results: The incidence of FHIT and p16 methylation in serum from the liver cancer group was 51.8% and 67.9%, respec- tively. The incidence of FHIT and p16 methylation in the non-hepatoma group was 16.7% and 25.0%. There was a statistical statistically correlated with gender, and the methylation of FHIT and p16 genes (P<0.05). From logistic regression analysis results, methylation of p16 and FHIT genes was an independent risk factor for hepatocellular carcinoma with odds ratio (OR) values of 10.550 (2.313 similar to 48.116) and 8.239 (2.386 similar to 28.455), respectively. Conclusions: The methylation of p16 and FHIT genes was an independent risk factor for hepatocellular carcinoma.",10.12659/MSM.912315,"Bai, Y; Shen, YZ; Yuan, Q; Lv, CY; Xing, QZ"
61,A Framework for Optimizing High-Content Imaging of 3D Models for Drug Discovery,"Three-dimensional (3D) spheroid models are rapidly gaining favor for drug discovery applications due to their improved morphological characteristics, cellular complexity, long lifespan in culture, and higher physiological relevance relative to two-dimensional (2D) cell culture models. High-content imaging (HCI) of 3D spheroid models has the potential to provide valuable information to help researchers untangle disease pathophysiology and assess novel therapies more effectively. The transition from 2D monolayer models to dense 3D spheroids in HCI applications is not trivial, however, and requires 3D-optimized protocols, instrumentation, and resources. Here, we discuss considerations for moving from 2D to 3D models and present a framework for HCI and analysis of 3D spheroid models in a drug discovery setting. We combined scaffold-free, multicellular spheroid models with scalable, automation-compatible plate technology enabling image-based applications ranging from high-throughput screening to more complex, lower-throughput microphysiological systems of organ networks. We used this framework in three case studies: investigation of lipid droplet accumulation in a human liver nonalcoholic steatohepatitis (NASH) model, real-time immune cell interactions in a multicellular 3D lung cancer model, and a high-throughput screening application using a 3D co-culture model of gastric carcinoma to assess dose-dependent drug efficacy and specificity. The results of these proof-of-concept studies demonstrate the potential for high-resolution image-based analysis of 3D spheroid models for drug discovery applications, and confirm that cell-level and temporal-spatial analyses that fully exploit multicellular features of spheroid models are not only possible but soon will be routine practice in drug discovery workflows.",10.1177/2472555220929291,"Wardwell-Swanson, J; Suzuki, M; Dowell, KG; Bieri, M; Thoma, EC; Agarkova, I; Chiovaro, F; Strebel, S; Buschmann, N; Greve, F; Frey, O"
62,Increased risk of colorectal malignant neoplasm in patients with nonalcoholic fatty liver disease: a large study,"Nonalcoholic fatty liver disease (NAFLD) has been suggested to be a strong risk factor of colorectal benign adenomas and advanced neoplasms. The aim of this large cohort study was to further investigate the prevalence of colorectal malignant neoplasm (CRMN) in patients with NAFLD and determine whether association between NAFLD and CRMN exists. 2,315 community subjects (1,370 males and 945 females) who underwent a routine colonoscopy according to international colorectal cancer screening guideline were recruited. Nature of colorectal lesions determined by biopsy and NAFLD was diagnosed by ultrasound. Binary logistic regression analysis was applied to explore the related associations. Prevalence of CRMN was 29.3 % (77/263) in patients with NAFLD, which was significantly higher than 18.0 % (369/2,052) in the control group (P < 0.05). In addition, malignant neoplasm in NAFLD group occurred more frequently at sigmoid colon than in control group (14.3 vs. 11.9 %). The incidence of highly-differentiated colorectal adenocarcinoma in NAFLD group was significantly higher than control group (62.3 vs. 9.8 %). Univariate analysis showed that NAFLD had strong association with CRMN (OR 2.043; 95 % CI 1.512-2.761; P < 0.05). After adjusting for metabolic and other confounding factors, NAFLD remained as an independent risk factor for CRMN (OR 1.868; 95 % CI 1.360-2.567; P < 0.05). NAFLD was an independent risk factor for CRMN. Sigmoid carcinoma and highly differentiated colorectal adenocarcinoma were more commonly found in NAFLD. (ClinicalTrials.gov number, NCT01657773, website: http://clinicaltrials.gov/ct2/show/ NCT01657773?term=zheng+minghua&rank=1).",10.1007/s11033-014-3157-y,"Lin, XF; Shi, KQ; You, J; Liu, WY; Luo, YW; Wu, FL; Chen, YP; Wong, DKH; Yuen, MF; Zheng, MH"
